idcredito,target,duracao,valor,cd_tempo_parcelamento,tempo_parcelamento,cd_residencia_desde,residencia_desde,idade,cd_emprestimo_existente,emprestimo_existente,dependentes,socio_empresa,cd_estrangeiro,estrangeiro,historico_credito,proposito,cd_investimentos,faixa_investimento,cd_emprego,faixa_tempo_emprego,estado_civil,possui_fiador,habitacao,outros_financiamentos,qualificacao_profissional
525,1,18,1113,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,26,1,Nenhum,2,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Solteiro,sim,proria,nenhum,nao qualificado
526,1,26,7966,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,30,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,veiculo usado,2,<100,1,<1,Viuvo,nao,proria,nenhum,qualificado
527,1,15,1532,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,31,1,Nenhum,1,0,0,Não,Critico-outros creditos,educacao,5,100<=X<500,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
528,1,4,1503,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,42,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,reforma,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,nao qualificado
529,0,36,2302,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,31,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Casado,nao,alugada,nenhum,qualificado
530,1,6,662,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,41,1,Nenhum,2,1,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Viuvo,nao,proria,nenhum,nao qualificado
531,1,36,2273,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,32,2,Baixo (1-2 empréstimos),2,0,0,Não,existentes/pagos,educacao,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
532,0,15,2631,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,28,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,veiculo novo,5,100<=X<500,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
533,1,12,1503,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,41,1,Nenhum,1,0,0,Não,Atrasos anteriores,veiculo usado,2,<100,3,1<=X<4,Divorciado,nao,alugada,nenhum,qualificado
534,1,24,1311,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,26,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,5,100<=X<500,4,4<=X<7,Divorciado,nao,proria,nenhum,qualificado
535,1,24,3105,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,25,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,reforma,1,Desconhecido,1,<1,Viuvo,nao,proria,nenhum,qualificado
536,0,21,2319,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,33,1,Nenhum,1,0,0,Não,Critico-outros creditos,educacao,2,<100,1,<1,Casado,nao,alugada,nenhum,qualificado
537,1,6,1374,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,75,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,5,Desempregado,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
538,1,18,3612,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,37,1,Nenhum,1,1,0,Não,Critico-outros creditos,moveis,2,<100,2,>=7,Solteiro,nao,proria,nenhum,qualificado
539,0,48,7763,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,42,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,2,>=7,Viuvo,nao,de graca,banco,altamente qualificado/empresario
540,1,18,3049,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,45,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Solteiro,nao,proria,loja,nao qualificado
541,0,12,1534,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,23,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,1,<1,Divorciado,nao,alugada,nenhum,qualificado
542,1,24,2032,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,60,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,veiculo novo,2,<100,2,>=7,Viuvo,nao,de graca,nenhum,qualificado
543,0,30,6350,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,31,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
544,0,18,2864,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,34,1,Nenhum,2,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
545,1,12,1255,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,61,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,nao qualificado
546,0,24,1333,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,43,2,Baixo (1-2 empréstimos),2,0,0,Não,Atrasos anteriores,veiculo novo,2,<100,5,Desempregado,Viuvo,nao,de graca,nenhum,qualificado
547,1,24,2022,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,37,1,Nenhum,1,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
548,1,24,1552,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,32,1,Nenhum,2,0,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Viuvo,nao,proria,banco,qualificado
549,0,12,626,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,24,1,Nenhum,1,0,0,Não,todos pagos,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,banco,nao qualificado
550,1,48,8858,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,35,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo usado,1,Desconhecido,4,4<=X<7,Viuvo,nao,de graca,nenhum,qualificado
551,1,12,996,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,23,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma casa,1,Desconhecido,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
552,1,6,1750,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,45,1,Nenhum,2,0,0,Não,todos pagos,reforma,3,500<=X<1000,2,>=7,Viuvo,nao,proria,banco,nao qualificado
553,0,48,6999,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,34,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Divorciado,sim,proria,nenhum,qualificado
554,1,12,1995,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,27,1,Nenhum,1,0,0,Não,Critico-outros creditos,veiculo novo,5,100<=X<500,1,<1,Viuvo,nao,proria,nenhum,qualificado
555,1,9,1199,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,67,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,educacao,2,<100,4,4<=X<7,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
556,0,12,1331,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,22,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,1,<1,Viuvo,nao,proria,loja,qualificado
557,0,18,2278,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,28,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,veiculo novo,5,100<=X<500,1,<1,Solteiro,nao,proria,nenhum,qualificado
558,0,21,5003,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,29,2,Baixo (1-2 empréstimos),1,1,0,Não,sem creditos/todos pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Solteiro,nao,proria,banco,qualificado
559,0,24,3552,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,27,1,Nenhum,1,0,0,Não,todos pagos,moveis,2,<100,4,4<=X<7,Viuvo,nao,proria,banco,qualificado
560,0,18,1928,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,31,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,2,<100,1,<1,Viuvo,nao,proria,nenhum,nao qualificado
561,1,24,2964,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,49,1,Nenhum,2,1,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,2,>=7,Viuvo,nao,de graca,banco,qualificado
562,0,24,1546,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,24,1,Nenhum,1,0,0,Não,todos pagos,reforma,2,<100,4,4<=X<7,Viuvo,sim,alugada,banco,nao qualificado
563,1,6,683,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,29,1,Nenhum,1,0,0,Não,Atrasos anteriores,reforma,2,<100,1,<1,Solteiro,nao,proria,banco,qualificado
564,0,36,12389,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,37,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Viuvo,nao,de graca,nenhum,qualificado
566,1,24,1553,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,23,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,reforma,5,100<=X<500,4,4<=X<7,Solteiro,nao,alugada,nenhum,qualificado
567,0,12,1372,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,36,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,4,4<=X<7,Casado,nao,proria,nenhum,qualificado
568,1,24,2578,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,34,1,Nenhum,1,0,0,Não,Critico-outros creditos,reforma,4,>=1000,2,>=7,Viuvo,nao,proria,nenhum,qualificado
569,1,48,3979,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,41,2,Baixo (1-2 empréstimos),2,1,0,Não,existentes/pagos,reforma,1,Desconhecido,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
570,0,48,6758,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,31,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
571,0,24,3234,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,23,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,2,<100,1,<1,Solteiro,nao,alugada,nenhum,nao qualificado
572,1,30,5954,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,38,1,Nenhum,1,0,0,Não,Critico-outros creditos,reforma,2,<100,4,4<=X<7,Viuvo,co requerente,proria,nenhum,qualificado
573,1,24,5433,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,26,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,5,Desempregado,Solteiro,nao,alugada,nenhum,altamente qualificado/empresario
574,1,15,806,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,22,1,Nenhum,1,0,0,Não,existentes/pagos,abrir negocio,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,nao qualificado
575,1,9,1082,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,27,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,reforma,2,<100,2,>=7,Viuvo,nao,proria,nenhum,nao qualificado
576,1,15,2788,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,24,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,2,<100,4,4<=X<7,Solteiro,co requerente,proria,banco,qualificado
577,1,12,2930,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,27,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
578,1,24,1927,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,33,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,educacao,1,Desconhecido,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
579,0,36,2820,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,27,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,1,<1,Casado,nao,proria,nenhum,qualificado
580,1,24,937,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,27,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,qualificacao,2,<100,1,<1,Divorciado,nao,proria,nenhum,nao qualificado
581,0,18,1056,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,30,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,sim,proria,banco,qualificado
582,1,12,3124,1,1-Parcelamento em até 3 meses,3,3-Residência com familiares,49,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,1,<1,Viuvo,nao,proria,banco,nao qualificado
583,1,9,1388,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,26,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
584,0,36,2384,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,33,1,Nenhum,1,0,0,Não,existentes/pagos,reforma casa,2,<100,1,<1,Viuvo,nao,alugada,nenhum,nao qualificado
585,1,12,2133,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,52,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,2,>=7,Solteiro,nao,de graca,nenhum,altamente qualificado/empresario
586,0,18,2039,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,20,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Solteiro,nao,alugada,banco,qualificado
587,1,9,2799,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,36,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,alugada,nenhum,qualificado
588,1,12,1289,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,21,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,sim,proria,nenhum,nao qualificado
589,0,18,1217,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,47,1,Nenhum,1,1,0,Não,existentes/pagos,quitar divida,2,<100,3,1<=X<4,Divorciado,nao,proria,nenhum,nao qualificado
590,0,12,2246,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,60,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
591,1,12,385,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,58,4,Alto (5 ou mais empréstimos),1,1,0,Não,Critico-outros creditos,reforma,2,<100,4,4<=X<7,Solteiro,nao,proria,nenhum,nao qualificado
592,1,24,1965,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,42,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,veiculo novo,1,Desconhecido,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
593,1,21,1572,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,36,1,Nenhum,1,0,0,Não,existentes/pagos,abrir negocio,4,>=1000,2,>=7,Solteiro,nao,proria,banco,nao qualificado
594,0,24,2718,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,20,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Solteiro,nao,alugada,nenhum,nao qualificado
595,0,24,1358,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,40,1,Nenhum,1,1,0,Não,todos pagos,outros,1,Desconhecido,2,>=7,Viuvo,nao,proria,loja,altamente qualificado/empresario
596,0,6,931,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,32,1,Nenhum,1,0,0,Não,todos pagos,veiculo novo,5,100<=X<500,1,<1,Solteiro,nao,proria,loja,nao qualificado
597,0,24,1442,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,23,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,veiculo novo,2,<100,4,4<=X<7,Solteiro,nao,alugada,nenhum,qualificado
598,0,24,4241,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,36,3,Médio (3-4 empréstimos),1,1,0,Não,sem creditos/todos pagos,abrir negocio,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
599,0,18,2775,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,31,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,proria,banco,qualificado
600,1,24,3863,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,32,1,Nenhum,1,0,0,Não,Atrasos anteriores,abrir negocio,2,<100,3,1<=X<4,Viuvo,nao,de graca,nenhum,qualificado
601,1,7,2329,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,45,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,1,<1,Solteiro,sim,proria,nenhum,qualificado
602,0,9,918,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,30,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
603,0,24,1837,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,34,1,Nenhum,1,0,0,Não,todos pagos,educacao,2,<100,4,4<=X<7,Solteiro,nao,de graca,banco,nao qualificado
604,0,36,3349,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,28,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
605,1,10,1275,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,23,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
606,1,24,2828,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,22,1,Nenhum,1,1,0,Não,todos pagos,moveis,3,500<=X<1000,3,1<=X<4,Viuvo,nao,proria,loja,qualificado
607,1,24,4526,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,74,1,Nenhum,1,1,0,Não,Critico-outros creditos,abrir negocio,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
608,0,36,2671,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,50,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,5,100<=X<500,3,1<=X<4,Solteiro,co requerente,de graca,nenhum,qualificado
609,1,18,2051,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,33,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,1,<1,Viuvo,nao,proria,nenhum,qualificado
610,1,15,1300,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,45,1,Nenhum,2,0,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,2,>=7,Viuvo,nao,de graca,banco,qualificado
611,0,12,741,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,22,1,Nenhum,1,0,0,Não,existentes/pagos,quitar divida,5,100<=X<500,5,Desempregado,Solteiro,nao,proria,nenhum,qualificado
612,0,10,1240,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,48,1,Nenhum,2,0,0,Não,existentes/pagos,veiculo novo,5,100<=X<500,2,>=7,Solteiro,nao,de graca,nenhum,nao qualificado
613,1,21,3357,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,29,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,4,>=1000,1,<1,Solteiro,nao,proria,banco,qualificado
614,1,24,3632,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,22,1,Nenhum,1,0,1,Sim,todos pagos,veiculo usado,2,<100,3,1<=X<4,Solteiro,sim,alugada,banco,qualificado
615,0,18,1808,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,22,1,Nenhum,1,0,0,Não,Atrasos anteriores,moveis,2,<100,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
616,1,48,12204,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,48,1,Nenhum,1,1,0,Não,sem creditos/todos pagos,abrir negocio,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,banco,altamente qualificado/empresario
617,1,60,9157,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,27,1,Nenhum,1,0,0,Não,Atrasos anteriores,reforma,1,Desconhecido,3,1<=X<4,Viuvo,nao,de graca,nenhum,altamente qualificado/empresario
618,1,6,3676,1,1-Parcelamento em até 3 meses,3,3-Residência com familiares,37,3,Médio (3-4 empréstimos),2,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,alugada,nenhum,qualificado
619,0,30,3441,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,21,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,5,100<=X<500,3,1<=X<4,Solteiro,co requerente,alugada,nenhum,qualificado
620,1,12,640,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,49,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Casado,nao,proria,nenhum,nao qualificado
621,1,21,3652,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,27,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,abrir negocio,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
622,0,18,1530,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,32,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,banco,qualificado
623,0,48,3914,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,38,1,Nenhum,1,0,0,Não,existentes/pagos,abrir negocio,1,Desconhecido,3,1<=X<4,Casado,nao,proria,banco,qualificado
624,1,12,1858,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,22,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Solteiro,nao,alugada,nenhum,qualificado
625,0,18,2600,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,65,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,de graca,nenhum,qualificado
626,1,15,1979,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,35,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
627,1,6,2116,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,41,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
628,0,9,1437,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,29,1,Nenhum,1,0,0,Não,todos pagos,veiculo novo,5,100<=X<500,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
629,1,42,4042,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,36,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,moveis,3,500<=X<1000,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
630,1,9,3832,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,64,1,Nenhum,1,0,0,Não,existentes/pagos,educacao,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,nao qualificado
631,1,24,3660,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,28,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
632,0,18,1553,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,44,1,Nenhum,1,0,0,Não,todos pagos,moveis,2,<100,3,1<=X<4,Viuvo,nao,proria,banco,qualificado
633,1,15,1444,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,23,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,1,Desconhecido,1,<1,Viuvo,nao,proria,nenhum,qualificado
634,0,9,1980,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,19,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Solteiro,co requerente,alugada,nenhum,qualificado
635,0,24,1355,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,25,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Solteiro,nao,proria,nenhum,nao qualificado
636,1,12,1393,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,47,3,Médio (3-4 empréstimos),2,1,0,Não,existentes/pagos,educacao,2,<100,2,>=7,Viuvo,nao,proria,banco,qualificado
637,1,24,1376,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,28,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,3,500<=X<1000,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
638,1,60,15653,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,21,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,reforma,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
639,1,12,1493,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,34,1,Nenhum,2,0,0,Não,existentes/pagos,reforma,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
640,0,42,4370,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,26,2,Baixo (1-2 empréstimos),2,1,0,Não,Atrasos anteriores,reforma,2,<100,4,4<=X<7,Viuvo,nao,proria,banco,qualificado
641,0,18,750,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,27,1,Nenhum,1,0,0,Não,existentes/pagos,educacao,2,<100,5,Desempregado,Solteiro,nao,proria,nenhum,desempregado
642,1,15,1308,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,38,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,reforma casa,2,<100,2,>=7,Viuvo,nao,proria,nenhum,nao qualificado
643,0,15,4623,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,40,1,Nenhum,1,1,0,Não,existentes/pagos,educacao,5,100<=X<500,3,1<=X<4,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
644,1,24,1851,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,33,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,2,<100,4,4<=X<7,Divorciado,sim,proria,nenhum,qualificado
645,1,18,1880,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,32,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,2,<100,4,4<=X<7,Divorciado,nao,proria,nenhum,altamente qualificado/empresario
646,0,36,7980,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,27,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,abrir negocio,1,Desconhecido,1,<1,Viuvo,nao,alugada,nenhum,qualificado
647,1,30,4583,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,32,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,moveis,2,<100,3,1<=X<4,Casado,sim,proria,nenhum,qualificado
